dataset	ccode	cnumb	cluster	clust2	cname	yrbeg	yrend	decade	geo	royal	euro	lac	mideast	asia	africa	warend2	warend5	warend10	noviol2	noviol5	noviol10	gurr2	gurr5	gurr10	pol982	pol985	pol9810	polity2	polity5	polity10	pbs2ll	pbs2l	pbs5l	pbs10l	bollen80	gpol2	gciv2	gpol5	gciv5	gpol10	gciv10	gurrlag5	gurrlagx	outcome	outcome2	treaty	wardur	wartype	unintrvn	uncint	un2int	un2cint	untype	nouncint	peaceop	interven	major	pw10	elf	factmf	factnum	battle	dead	ridp	lifes	lifee	garm	gdp60	gdp85	gdpcap	rgdpcaps	rgdpcape	rgdpch	rgdpch2	aid91	en1	en2st	en2end	area	popst	popen5	popen10	popgro	infst	border	illit	illitend	water	gini1	transf85	sxp	nettrans	electric	en9903s	eh	coldwar	pbs2s3	pbs2s6	pbs2s9	pbs5s3	pbs5s6	pbs5s9	outcome3	negout	milout	logdead	trnsfcap	encaps	cost	costcap	intense	logcost	faction	factn1	factn2	un2cint1	un2cint2	un2cint3	un2cint4	un2cint5	untype1	untype2	untype3	untype4	untype5	strongUN	UNops	UNop1	UNop2	UNop3	UNop4	treatUN	outUN	factnum2	logpop	elfpop	elfpop2	untreaty	unout	exp	energy	ielec	ielf	ielf2	ielfpol	gini	ielfgini	gdp	PKO	enforce	truce	vrebel	vgov	UNopindx	RC2	IC2	LC2	develop	devel	PredUN	ResUN	Pred2UN	Res2UN	L1	Phat1	L2	Phat2	L3	Phat3	L4	Phat4	L5	Phat5	L6	Phat6	L7	Phat7	L8	Phat8	L10	Phat10	L11	Phat11	L12	Phat12	L13	Phat13	L14	Phat14	L15	Phat15	L16	Phat16	L17	Phat17
1	IRN1	70	IRN	IRN	Iran-Revol.	78	79	4	3	0	0	0	1	0	0	0	0	0	0	0	0	4	4	3	4	4	3	-20	-20	-10	0	0	0	0	33	6	6	5	6	6	5	0	0	1	2	0	16	0	0	0	0	0	0	0	0	0	0	0	76	1	4	7500	20000	200000	58.59	60.12	600	2535	4017	1762	5832	5832	4552	4552	194.4	0.34	1017.41	1191.86	1648000	36617000	44757000	53744000	3.2	110	7	49	49	51	43.23	2.5e+09	0.139	-3.48e+07	490.594	47534	65	1	0	0	0	0	0	0	0	0	1	9.90349	-0.950378	0.00129814	220000	0.00600814	0.000375509	12.3014	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	16	17.416	2.78289e+09	2.78289e+09	0	0	0.139	1017.41	490.594	76	5776	304	43.23	3285.48	4552	0	0	0	1	0	0	0.261717	-0.000248959	0.273135	490.594	490.594	0.0904059	0.0904059	0.0292551	0.0292551	-2.80225	0.0572028	-4.78253	0.00830521	-4.12161	0.0159595	0.0803869	0.520086	-5.46531	0.00421322	-4.73275	0.00872541	-2.03708	0.115364	-4.12013	0.0159827	-4.39194	0.0122254	-0.189938	0.452658	-4.95426	0.00700386	-0.752263	0.320328	-1.47589	0.186048	2.72611	0.93855	-0.39901	0.40155	3.80299	0.978183
1	CAM2	22	CAM	CAM	Cambodia	79	91	4	4	0	0	0	0	1	0	1	1	NA	1	1	NA	11	11	NA	11	11	NA	11	11	NA	1	1	1	NA	0	4	5	6	6	NA	NA	4	3	2	4	1	154	0	1	3	1	3	4	0	3	1	1	1	30	0	3	42000	3000000	500000	39.49	51.51	12.4	NA	NA	715	130	300	715	130	91	0.079	57.46	52.36	181040	6443000	8790000	NA	NA	263	3	71.2	65	NA	NA	1.204e+08	NA	1.204e+08	18	15	15	1	1	1	1	1	1	1	1	1	0	14.9141	18.6869	2.32811e-06	3.5e+06	0.543225	0.00352744	15.0683	1	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	2	4	9	15.6785	1.9329e+08	1.9329e+08	3	12	0.135836	57.46	18	30	900	330	39.1769	1175.31	715	1	0	0	0	0	0.5	0.315192	0.332012	0.0374207	18	18	0.840123	-0.159877	0.864249	-0.135751	-3.07497	0.0441517	-5.05525	0.00633537	-4.39433	0.0121965	-0.192332	0.452065	-4.50174	0.010968	-3.76919	0.0225505	-3.51617	0.0288556	-5.59922	0.00368709	-5.87103	0.00281204	-1.66903	0.158554	-5.22698	0.00534102	-1.02498	0.264058	-2.95498	0.0495015	1.24702	0.776783	-0.671728	0.33811	3.53027	0.971537
1	IND1	61	IND	IND	India-partition	46	48	1	4	0	0	0	0	1	0	1	1	1	1	1	1	16	17	11	16	17	11	18	17	11	1	1	1	1	94	NA	NA	NA	NA	NA	NA	1	1	2	4	1	24	1	1	2	1	2	2	0	2	0	0	0	89	0	2	630957	800000	2000000	37	37	240	665	899	65	65	65	590	590	2745	0.081	111.03	111.03	3287590	368450000	386146000	422833000	NA	190	6	NA	NA	17	35.56	2.207e+09	NA	1.86e+09	129.69	35698	128	1	1	1	1	1	1	1	1	1	0	13.5924	5.04817	9.6887e-05	2.8e+06	0.0075994	0.000316642	14.8451	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	4	19.7248	3.2792e+10	3.2792e+10	2	8	0.0292219	111.03	129.69	89	7921	1424	35.56	3164.84	590	0	0	0	0	0	0.25	0.440759	0.16833	0.0415373	129.69	129.69	0.465356	-0.534644	0.418023	-0.581977	-3.01051	0.0469531	-4.9908	0.0067543	-4.32988	0.0129979	-0.127879	0.468074	-3.30944	0.0352488	-2.57689	0.0706409	-3.39689	0.0323929	-5.47994	0.00415227	-5.75174	0.00316717	-1.54974	0.175123	-5.16253	0.00569458	-0.960529	0.276772	-2.8357	0.0554253	1.3663	0.796782	-0.607276	0.352681	3.59473	0.973266
2	SOM2	115	SOM	SOM	Somalia	92	NA	5	5	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	-20	-20	-20	0	0	0	0	11	NA	NA	NA	NA	NA	NA	3	3	0	0	0	84	1	1	4	1	4	5	4	4	1	1	1	8	1	5	75000	75000	1000000	46.96	46.23	63	1013	739	135	653	NA	600	653	NA	0.05	6.7	NA	637660	6590325	NA	NA	1	152	3	75.9	75.9	56	NA	2.23759e+08	0.065	1.79e+08	33	500	80	0	0	0	0	0	0	0	0	0	1	11.2252	27.161	7.58688e-05	1.075e+06	0.163118	0.00194188	13.8878	1	0	1	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	1	0	0	25	15.7011	5.27226e+07	5.27226e+07	0	0	0.065	6.7	33	8	64	NA	44.4219	355.375	600	0	1	0	0	0	0.75	0.538631	0.152398	0.0330629	33	33	0.885187	-0.114813	0.891286	-0.108714	-3.06631	0.0445185	-5.0466	0.0063901	-4.38568	0.0123012	-0.183676	0.45421	-6.20012	0.00202507	-5.46757	0.00420373	-2.88515	0.0528928	-4.9682	0.00690762	-5.24	0.0052723	-1.038	0.261536	-5.21833	0.0053872	-1.01633	0.265744	-2.32396	0.0891581	1.87804	0.867386	-0.663072	0.34005	3.53893	0.971775
3	ZAI1	33	ZAI	ZAI	Congo/Zaire	60	65	2	5	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	-20	-20	-20	1	0	0	0	17	NA	NA	NA	NA	7	6	1	1	1	1	0	60	1	1	4	1	4	5	0	4	1	1	0	90	1	4	100050	100050	65000	41.96	43	25	460	422	130	489	548	487	487	476.2	0.028	58.99	58.99	2344860	16462477	21394533	25174600	2.6	149	9	68	68	11	41.9	2.95818e+06	0.076	2.17086e+07	95	1772	70	1	0	0	0	0	0	0	0	0	1	11.5134	1.31867	0.000107639	165050	0.0100258	0.000167097	12.014	1	0	1	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	1	0	3	16	16.6166	1.48162e+09	1.48162e+09	0	4	0.076	58.99	95	90	8100	90	41.9	3771	487	0	1	0	0	1	0.75	0.473327	0.130031	0.0331675	95	95	0.273413	-0.726588	0.2383	-0.7617	-3.03053	0.0460654	-5.01082	0.00662132	-4.3499	0.0127436	-0.147897	0.463093	-5.46531	0.00421322	-4.73275	0.00872541	-1.88346	0.131992	-3.96651	0.0185874	-4.23832	0.0142266	-0.036314	0.490923	-5.18255	0.00558234	-0.980547	0.272783	-1.32227	0.210441	2.87973	0.946835	-0.627294	0.348124	3.57471	0.97274
3	PER	103	PER	PER	Peru	80	96	4	2	0	0	1	0	0	0	1	NA	NA	0	NA	NA	12	NA	NA	12	NA	NA	-10	NA	NA	1	0	0	NA	72	4	3	5	4	NA	NA	3	3	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	59	1	3	23000	28000	600000	60.38	68.54	264	1936	2481	199	3164	2188	4420	2875	614	0.225	469.37	406.13	1285220	17295000	25594827	NA	2.8	83	5	18.1	11.3	58.4	49.33	9.6e+07	NA	1.31e+08	648	10449	76	1	0	0	0	0	0	0	0	0	1	10.24	7.57444	0.000604163	628000	0.0363111	0.00018912	13.3503	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	16.6659	1.0204e+09	1.0204e+09	0	0	0.143908	469.37	648	59	3481	708	49.33	2910.47	4420	0	0	0	0	0	0	0.306462	0.00198419	0.281145	648	648	0.0174131	0.0174131	0.00915313	0.00915313	-2.71141	0.0623031	-4.6917	0.00908775	-4.03078	0.0174505	0.171221	0.542701	-4.50174	0.010968	-3.76919	0.0225505	-2.5978	0.0692804	-4.68085	0.00918598	-4.95265	0.00701508	-0.750652	0.320679	-4.86343	0.00766474	-0.661429	0.340419	-2.03661	0.115412	2.16539	0.897098	-0.308176	0.42356	3.89383	0.980039
1	CHI3	28	CHI	CHI	China	67	68	3	4	0	0	0	0	1	0	1	1	1	0	0	1	1	2	3	1	2	3	-10	-10	3	0	0	0	1	17	NA	NA	7	7	6	6	1	2	1	1	0	12	1	0	0	0	0	0	0	0	0	1	1	12	0	2	50000	600000	500000	59.58	60	3360	NA	1811	202	567	577	567	567	1998.7	0.198	280.56	298.93	9561000	754553000	881940000	956165000	1.9	84	11	48.3	48.3	71.3	36.18	2.43e+08	0.02	4.21e+08	252.957	206504	13	1	0	0	0	0	0	0	0	0	1	13.3047	0.557946	0.000273677	1.1e+06	0.00145782	0.000121485	13.9108	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	20.4416	9.05464e+09	9.05464e+09	0	0	0.02	280.56	252.957	12	144	12	36.18	434.16	567	0	0	0	0	1	0	0.424669	0.000146158	0.0518285	252.957	252.957	0.0472821	0.0472821	0.0389067	0.0389067	-2.93938	0.0502408	-4.91967	0.00724865	-4.25875	0.0139429	-0.0567455	0.485817	-3.30944	0.0352488	-2.57689	0.0706409	-2.89743	0.0522805	-4.98049	0.00682383	-5.25229	0.00520823	-1.05029	0.259169	-5.0914	0.00611184	-0.889395	0.291235	-2.33625	0.0881651	1.86575	0.865966	-0.536142	0.369085	3.66586	0.975056
1	LBR1	84	LBR	LBR	Liberia	89	92	5	5	0	0	0	0	0	1	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	-20	-10	NA	0	0	0	NA	6	7	6	4	5	NA	NA	4	3	2	4	1	25	0	1	2	1	2	2	0	2	1	0	0	83	1	4	13000	150000	2000000	45	39.46	33	701	805	440	853	440	788	788	NA	0.145	165.02	37.61	97750	2551306	2602068	NA	2.2	139	3	60.5	60.8	38.6	43	6.36409e+07	0.393	4.21812e+07	154	319	76	1	0	0	0	0	0	0	1	1	0	11.9184	16.5332	0.000125034	2.15e+06	0.842706	0.0337082	14.581	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	16	14.7521	2.11758e+08	2.11758e+08	2	8	0.393	165.02	154	83	6889	NA	43	3569	788	0	0	0	0	0	0.25	0.293933	0.170998	0.0536937	154	154	0.590371	-0.409629	0.603238	-0.396762	-2.99649	0.0475849	-4.97677	0.00684907	-4.31585	0.0131792	-0.113851	0.471568	-5.46531	0.00421322	-4.73275	0.00872541	-3.25568	0.0371234	-5.33873	0.00477901	-5.61054	0.00364576	-1.40854	0.196465	-5.1485	0.00577456	-0.9465	0.279589	-2.69449	0.0632991	1.50751	0.818692	-0.593247	0.35589	3.60875	0.973629
1	GUA1	55	GUA	GUA	Guatemala	54	54	1	2	0	0	1	0	0	0	1	1	1	1	1	1	4	5	5	4	5	5	4	5	5	1	1	1	1	44	NA	NA	NA	NA	NA	NA	13	8	1	2	0	6	0	0	0	0	0	0	0	0	1	1	0	64	0	2	1000	1250	0	42	42	32	1638	2056	282	282	282	1532	1532	198.6	0.106	155.39	155.39	108890	3265000	3789000	4388000	NA	139	4	54	54	38	42.3	1.97e+07	NA	7.56e+07	212.321	180	95	1	1	0	0	1	0	0	0	0	1	7.1309	23.1547	5.51302e-05	1250	0.000382848	6.38081e-05	7.1309	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	14.9988	2.0896e+08	2.0896e+08	0	0	0.134995	155.39	212.321	64	4096	256	42.3	2707.2	1532	0	0	0	1	0	0	0.136061	0.00606555	0.0963068	212.321	212.321	0.0376591	0.0376591	0.0282293	0.0282293	-2.96283	0.0491336	-4.94312	0.00708183	-4.2822	0.0136241	-0.0801956	0.479962	-3.30944	0.0352488	-2.57689	0.0706409	0.726892	0.674123	-1.35616	0.204865	-1.62797	0.164109	2.57404	0.929172	-5.11485	0.00597103	-0.912845	0.286418	1.28808	0.783822	5.49008	0.995889	-0.559592	0.363642	3.64241	0.974479
1	BRM1	14	BRM	BRM	Burma	48	51	1	4	0	0	0	0	1	0	1	1	1	0	0	0	20	20	4	20	20	4	-10	-10	-10	0	0	0	0	11	NA	NA	NA	NA	NA	NA	1	1	1	1	0	35	0	0	0	0	0	0	0	0	1	1	0	47	1	4	8000	17500	290000	40	44	13.8	296	561	296	200	200	228	228	NA	0.027	56.09	56.09	676580	18119000	20583000	22253000	-5	136	5	29	29	18	35	7e+06	0.14	5.54545e+06	30.8671	250	55	1	0	0	0	0	0	0	0	0	1	9.76996	0.306057	1.37977e-05	307500	0.0169711	0.00048489	12.6362	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	16	16.7125	8.51593e+08	8.51593e+08	0	0	0.14	56.09	30.8671	47	2209	940	35	1645	228	0	0	0	0	1	0	0.272587	8.01742e-05	0.014265	30.8671	30.8671	0.103491	0.103491	0.0907146	0.0907146	-3.06754	0.0444662	-5.04783	0.00638229	-4.38691	0.0122863	-0.184906	0.453905	-5.46531	0.00421322	-4.73275	0.00872541	-2.21608	0.0983158	-4.29913	0.0133984	-4.57094	0.0102423	-0.368936	0.408798	-5.21956	0.00538061	-1.01756	0.265504	-1.65489	0.160449	2.54711	0.927379	-0.664303	0.339774	3.5377	0.971742
1	YEM2	130	YEM	YEM	Yemen-N/Arab Rep	62	69	2	3	0	0	0	1	0	0	1	1	1	1	1	1	7	6	4	7	6	4	7	6	4	1	1	1	1	11	NA	NA	7	7	6	5	4	4	1	2	0	84	0	1	2	1	2	2	0	2	1	0	0	4	1	5	100000	100000	500000	37.59	41.5	204	NA	1267	580	580	580	751	751	300.1	0.041	110.7	140.58	527970	5714547	7241149	8294742	2.5	209	3	85.5	85.5	52	NA	1.8191e+09	NA	1.23e+09	58.916	35	50	1	1	1	0	1	0	0	0	0	1	11.5129	215.24	6.12472e-06	600000	0.104995	0.00124994	13.3047	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	25	15.5585	2.28582e+07	2.28582e+07	0	4	0.0683366	110.7	58.916	4	16	28	36.3267	145.307	751	0	0	0	1	0	0.25	0.331189	0.0567521	0.0430183	58.916	58.916	0.232489	-0.767511	0.226584	-0.773416	-3.05136	0.045159	-5.03164	0.00648576	-4.37072	0.0124843	-0.16872	0.45792	-6.20012	0.00202507	-5.46757	0.00420373	-2.57341	0.0708692	-4.65647	0.00941057	-4.92827	0.00718698	-0.72627	0.326014	-5.20337	0.00546793	-1.00137	0.268672	-2.01223	0.117925	2.18977	0.899328	-0.648117	0.343414	3.55388	0.972183
4	IND3	63	IND	IND	India-Kashmir	89	94	5	4	0	0	0	0	1	0	1	0	NA	0	0	NA	18	18	NA	18	18	NA	-10	-20	NA	0	0	0	NA	94	2	4	2	3	NA	NA	18	18	3	3	0	60	1	1	2	1	2	2	0	2	1	0	1	89	0	2	12589	12589	150000	58	62	1056	665	899	259	1050	1264	1235	1235	2745	0.081	209.69	242.67	3287590	832535000	884000000	NA	2.2	94	6	51.9	48	56	30.46	2.207e+09	0.017	1.86e+09	427	192004	128	1	0	0	0	0	0	0	1	1	0	9.44058	2.23414	0.000230626	162589	0.000195294	3.2549e-06	11.999	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	3	4	20.54	7.40956e+10	7.40956e+10	0	6	0.017	209.69	427	89	7921	1602	30.46	2710.94	1235	0	0	1	0	0	0.25	0.416937	0.001654	0.101382	427	427	0.823277	-0.176723	0.785523	-0.214477	-2.83895	0.0552555	-4.81923	0.00800835	-4.15831	0.0153933	0.0436889	0.51092	-3.30944	0.0352488	-2.57689	0.0706409	-1.87543	0.132915	-3.95848	0.0187344	-4.23028	0.0143396	-0.028283	0.49293	-4.99096	0.0067532	-0.788961	0.312392	-1.31424	0.211778	2.88776	0.947238	-0.435708	0.392764	3.76629	0.977386
1	CHI2	27	CHI	CHI	China-Tibet	50	51	1	4	0	0	0	0	1	0	1	1	1	0	0	0	2	2	2	2	2	2	-10	-10	-10	0	0	0	0	17	NA	NA	NA	NA	NA	NA	3	3	1	1	0	12	1	0	0	0	0	0	0	0	0	1	1	12	0	2	1000	65000	100000	37	38	4000	NA	1811	37	370	370	370	370	1998.7	0.198	280.56	280.56	9561000	540000000	619135938	644669932	0.65	186	11	NA	NA	NA	36.18	2.43e+08	0.02	4.21e+08	252.957	31629	13	1	0	0	0	0	0	0	0	0	1	11.0821	0.77963	5.85722e-05	165000	0.000305556	2.5463e-05	12.0137	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	20.1071	6.48e+09	6.48e+09	0	0	0.02	280.56	252.957	12	144	24	36.18	434.16	370	0	0	0	0	1	0	0.400458	0.00020423	0.0419785	252.957	252.957	0.0196882	0.0196882	0.0157929	0.0157929	-2.93938	0.0502408	-4.91967	0.00724865	-4.25875	0.0139429	-0.0567455	0.485817	-3.30944	0.0352488	-2.57689	0.0706409	-1.8833	0.132011	-3.96635	0.0185903	-4.23815	0.0142288	-0.0361518	0.490963	-5.0914	0.00611184	-0.889395	0.291235	-1.32211	0.210468	2.87989	0.946844	-0.536142	0.369085	3.66586	0.975056
1	IRQ3	74	IRQ	IRQ	Iraq-Kurds	88	94	5	3	0	0	0	1	0	0	1	1	NA	0	0	NA	1	1	NA	1	1	NA	-10	-10	NA	0	0	0	NA	17	6	7	NA	NA	NA	NA	1	1	1	2	0	72	1	0	0	0	0	0	4	4	1	1	1	36	1	4	125892	300000	1800000	61.25	59	825	3320	3946	2614	4249	2000	2000	3205	552.4	0.257	848.77	1103.45	438320	17490958	21036767	NA	3.8	102	6	40.3	40.3	96	62.88	NA	0.273	-8.34705e+07	1362	10385	71	1	0	0	0	0	0	0	0	0	1	12.6115	-4.77221	0.000593735	2.1e+06	0.120062	0.00166753	14.5574	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	16	16.6772	6.29674e+08	6.29674e+08	0	0	0.273	848.77	1362	36	1296	36	62.88	2263.68	2000	0	0	0	1	0	0	0.509952	0.0155426	0.226415	1362	1362	0.266036	0.266036	0.215497	0.215497	-2.29939	0.0911736	-4.27967	0.0136581	-3.61875	0.0261157	0.583247	0.641814	-5.46531	0.00421322	-4.73275	0.00872541	-3.2431	0.0375756	-5.32615	0.00483921	-5.59796	0.00369174	-1.39596	0.198459	-4.4514	0.0115277	-0.249403	0.43797	-2.68191	0.0640491	1.52009	0.820552	0.10385	0.525939	4.30585	0.98669
